
---------- Begin Simulation Statistics ----------
final_tick                                 6884477500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                  67832                       # Simulator instruction rate (inst/s)
host_mem_usage                                 725120                       # Number of bytes of host memory used
host_op_rate                                   108644                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   147.42                       # Real time elapsed on the host
host_tick_rate                               46698777                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    10000004                       # Number of instructions simulated
sim_ops                                      16016672                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.006884                       # Number of seconds simulated
sim_ticks                                  6884477500                       # Number of ticks simulated
system.cpu.cc_regfile_reads                   9670078                       # number of cc regfile reads
system.cpu.cc_regfile_writes                  8784680                       # number of cc regfile writes
system.cpu.committedInsts                    10000004                       # Number of Instructions Simulated
system.cpu.committedOps                      16016672                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               1.376895                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         1.376895                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                   1008085                       # number of floating regfile reads
system.cpu.fp_regfile_writes                   533453                       # number of floating regfile writes
system.cpu.idleCycles                          133439                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts               153370                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                  1446753                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.441459                       # Inst execution rate
system.cpu.iew.exec_refs                      4833299                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    1593434                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                 1505990                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               3929862                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                916                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts              4311                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              1662468                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            23252217                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               3239865                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts            338438                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              19847390                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                  10365                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents               2462950                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                 131442                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles               2477168                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            354                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        81658                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect          71712                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  25785135                       # num instructions consuming a value
system.cpu.iew.wb_count                      19604137                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.575008                       # average fanout of values written-back
system.cpu.iew.wb_producers                  14826659                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.423793                       # insts written-back per cycle
system.cpu.iew.wb_sent                       19715684                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 30982145                       # number of integer regfile reads
system.cpu.int_regfile_writes                16037485                       # number of integer regfile writes
system.cpu.ipc                               0.726272                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.726272                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     75.78% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     75.78% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     75.78% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     75.78% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     75.78% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     75.78% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead              3235291     16.03%     91.81% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite             1248212      6.18%     97.99% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead           43459      0.22%     98.21% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite         361733      1.79%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total               20185831                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                  949026                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads             1866426                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses       889137                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes            1078182                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                      283151                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.014027                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                  136946     48.37%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     2      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%     48.37% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                    153      0.05%     48.42% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%     48.42% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                    978      0.35%     48.77% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                 29518     10.42%     59.19% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%     59.19% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%     59.19% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                   41      0.01%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%     59.20% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                 103520     36.56%     95.76% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                 10583      3.74%     99.50% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead               637      0.22%     99.73% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite              773      0.27%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses               19303923                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads           52454981                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses     18715000                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes          29409838                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                   23250891                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                  20185831                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded                1326                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined         7235479                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued             31080                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved            123                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined     14081653                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples      13635517                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         1.480386                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        2.105218                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0             7583200     55.61%     55.61% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1             1305831      9.58%     65.19% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2             1128525      8.28%     73.47% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3             1159681      8.50%     81.97% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4              796307      5.84%     87.81% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5              628536      4.61%     92.42% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6              617880      4.53%     96.95% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7              215737      1.58%     98.53% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8              199820      1.47%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total        13635517                       # Number of insts issued each cycle
system.cpu.iq.rate                           1.466039                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads            252671                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores            93527                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads              3929862                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores             1662468                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads                 8351084                       # number of misc regfile reads
system.cpu.misc_regfile_writes                    702                       # number of misc regfile writes
system.cpu.numCycles                         13768956                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                            1495                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.workload.numSyscalls                    85                       # Number of system calls
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests        38411                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests         85450                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.tol2bus.snoop_filter.hit_multi_requests           18                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_single_requests        61859                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.hit_single_snoops          899                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.tot_requests       124742                       # Total number of requests made to the snoop filter.
system.tol2bus.snoop_filter.tot_snoops            899                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                           250                       # Clock period in ticks
system.cpu.branchPred.lookups                 2918974                       # Number of BP lookups
system.cpu.branchPred.condPredicted           2412062                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect            131134                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups              1500274                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                 1486183                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             99.060772                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                  193224                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect                 15                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups           21882                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits              10556                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses            11326                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted         1808                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts         7229143                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls            1203                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts            130222                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples     12668255                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     1.264316                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     2.121647                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0         7447211     58.79%     58.79% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1         1739891     13.73%     72.52% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2         1115530      8.81%     81.33% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3          866220      6.84%     88.16% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4          221890      1.75%     89.92% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5          434627      3.43%     93.35% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6          133521      1.05%     94.40% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7           89680      0.71%     95.11% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8          619685      4.89%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total     12668255                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted             10000004                       # Number of instructions committed
system.cpu.commit.opsCommitted               16016672                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                     4150461                       # Number of memory references committed
system.cpu.commit.loads                       2695202                       # Number of loads committed
system.cpu.commit.amos                              0                       # Number of atomic instructions committed
system.cpu.commit.membars                         334                       # Number of memory barriers committed
system.cpu.commit.branches                    1221874                       # Number of branches committed
system.cpu.commit.vector                            0                       # Number of committed Vector instructions.
system.cpu.commit.floating                     829848                       # Number of committed floating point instructions.
system.cpu.commit.integer                    15504649                       # Number of committed integer instructions.
system.cpu.commit.functionCalls                156974                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass       177488      1.11%      1.11% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu     11214635     70.02%     71.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult           38      0.00%     71.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv        40525      0.25%     71.38% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd       128428      0.80%     72.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     72.18% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt         1248      0.01%     72.19% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     72.19% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     72.19% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     72.19% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     72.19% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     72.19% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd         7936      0.05%     72.24% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     72.24% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu        18147      0.11%     72.35% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp            6      0.00%     72.35% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt        16320      0.10%     72.45% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc       253856      1.58%     74.04% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     74.04% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     74.04% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift         2037      0.01%     74.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     74.05% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     74.05% # Class of committed instruction
